,label,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
310,fear,0.47293633,0.48492146,0.16055083,0.53818715,0.061501443,0.0,0.07424286,0.00022372865,0.0,0.009042967,0.064057596,0.10850885,0.3539365,0.0,0.32824156,0.04314233,0.9975961,0.46760696,0.05643708,0.043168027
311,fear,0.16616069,0.26029465,0.04194357,0.7213186,0.072826974,0.0,0.111991554,0.00053288566,0.0,0.030174835,0.14909324,0.10793829,0.38127193,0.0,0.13679963,0.23942246,0.08956391,0.2572801,0.114276424,0.022523992
312,fear,0.7260636,0.45558074,0.61068016,0.41868672,0.08784476,0.0,0.11186623,0.04589342,0.0,0.023979617,0.19981639,0.7180776,0.57698655,0.0,0.57687825,0.5781996,0.030539367,0.19067511,0.3127218,0.086577445
313,fear,0.41786823,0.36165664,0.660588,0.36468056,0.08418599,0.0,0.08352594,0.1669612,0.0,0.022763615,0.305479,0.38303494,0.51348066,0.0,0.54095453,0.6408268,0.016346812,0.060109556,0.14370482,0.02403518
314,fear,0.5579884,0.22640224,0.3476047,0.7045769,0.07672985,0.0,0.10267598,0.003532291,0.0,0.02361859,0.12851699,0.35867268,0.4781257,0.0,0.22791727,0.2866678,0.0021148117,0.07101771,0.13389279,0.039841585
315,fear,0.41058624,0.22216982,0.39069828,0.41458023,0.1660716,0.0,0.13778314,0.11078605,0.0,0.0808915,0.13059835,0.16933917,0.35992038,1.0,0.30087903,0.05657907,0.98634744,0.6232018,0.02619096,0.057252552
316,fear,0.55654645,0.34801957,0.20911667,0.5844374,0.15495698,1.0,0.18075879,0.052189425,0.0,0.049873635,0.27451855,0.4003557,0.3305719,1.0,0.44054025,0.09077854,0.9867563,0.5257349,0.051348772,0.086753294
317,fear,0.65210146,0.40889847,0.24383643,0.65307546,0.075271256,0.0,0.15755317,0.0074209967,0.0,0.03848653,0.10619552,0.1747756,0.45604324,0.0,0.25560728,0.15153714,0.9864667,0.13606793,0.4523094,0.13066411
318,fear,0.8664913,0.4103481,0.23190475,0.5030124,0.079662174,0.0,0.08364255,0.0039970023,0.0,0.013706956,0.14607179,0.39236617,0.60113597,0.0,0.49667305,0.31305712,0.69345295,0.21442926,0.022594424,0.07161158
319,fear,0.791268,0.6029557,0.10737731,0.37295938,0.06534749,0.0,0.10145209,0.037347864,0.0,0.042533543,0.16452171,0.48663798,0.31932223,0.0,0.2616877,0.03463827,0.99846435,0.9437012,0.11996317,0.07354762
320,fear,0.7083427,0.47511125,0.65001845,0.7157288,0.07212926,0.0,0.11937573,0.0043199006,1.0,0.052484848,0.12091888,0.4139641,0.45482054,0.0,0.41632426,0.06326496,0.9727496,0.5449019,0.15429951,0.16465598
321,fear,0.3980199,0.16100886,0.90669626,0.23934424,0.18217854,0.0,0.54818827,0.15169708,1.0,0.04352684,0.095403984,0.48270923,0.33595258,0.0,0.47021115,0.06777658,0.9978854,0.20644233,0.051800855,0.66533506
322,fear,0.7575305,0.60570216,0.2114953,0.71903163,0.085358255,0.0,0.13931385,0.0018226859,0.0,0.032329287,0.13905092,0.4527063,0.5204975,0.0,0.39018658,0.3007892,0.115338996,0.19702932,0.27391866,0.07784243
323,fear,0.41853595,0.14353882,0.6010082,0.69552386,0.07923883,0.0,0.169464,0.4594319,0.0,0.04433779,0.20112205,0.78577995,0.49633938,0.0,0.31108335,0.61277705,0.043268085,0.04630246,0.18965217,0.05045184
324,fear,0.37823567,0.33826438,0.4329259,0.728272,0.07873305,0.0,0.14195168,0.5765646,1.0,0.020302447,0.09209105,0.24587397,0.2491111,0.0,0.2458886,0.13722473,0.82834667,0.07095015,0.07951549,0.028116416
325,fear,0.76507705,0.58523816,0.2489437,0.5643246,0.21677715,0.0,0.18471725,0.040725756,0.0,0.15580599,0.4516978,0.41107526,0.46839395,1.0,0.5310873,0.039196435,0.9993197,0.8870881,0.31866896,0.062254466
326,fear,0.38070086,0.32994685,0.22074269,0.7128705,0.06817796,0.0,0.09988607,0.0732448,0.0,0.012763628,0.101139285,0.07454123,0.25695685,0.0,0.29653525,0.04065232,0.998218,0.8693642,0.1050717,0.04621922
327,fear,0.58458406,0.36177418,0.62479115,0.74666286,0.118175164,0.0,0.12073737,0.017205736,0.0,0.031789318,0.09101768,0.36208925,0.5000231,0.0,0.27385598,0.10183019,0.92747736,0.28752062,0.045083843,0.10874754
328,fear,0.677327,0.41783774,0.22524332,0.7307229,0.13187884,0.0,0.118742816,0.21054669,1.0,0.033186156,0.12079161,0.08879512,0.29635856,1.0,0.18542016,0.01868609,0.996807,0.8341519,0.1908154,0.04354474
329,fear,0.40441442,0.23140398,0.57424945,0.5561859,0.074927084,0.0,0.16273923,0.0021628242,0.0,0.024672043,0.08115094,0.16991565,0.5388632,0.0,0.17191851,0.19824837,0.8677248,0.10570734,0.066382796,0.065160364
330,,0.39294258,0.26313707,0.22321443,0.6974246,0.04832416,0.0,0.1320219,1.0670819e-06,1.0,0.024600968,0.11967674,0.22554617,0.47166175,0.0,0.3092388,0.10663131,0.449927,0.10643423,0.035148308,0.039392814
331,fear,0.35078496,0.099607,0.6777279,0.38148215,0.09552596,0.0,0.16308057,0.3802419,1.0,0.041610364,0.20110878,0.7397221,0.4781681,0.0,0.4092492,0.43901002,0.06311867,0.03213383,0.17484555,0.032837056
332,fear,0.5114293,0.15608439,0.6277592,0.526764,0.09595047,0.0,0.11444602,0.0052507333,0.0,0.026299585,0.105257705,0.07057201,0.29883838,1.0,0.29363707,0.035914913,0.9957741,0.7413142,0.23880458,0.091115445
333,fear,0.48676172,0.18375227,0.23253477,0.7015978,0.05798263,0.0,0.121707365,0.06196137,0.0,0.037924904,0.14872687,0.09037315,0.26907337,0.0,0.45503217,0.23097548,0.9141026,0.14492056,0.16591302,0.04415676
334,,0.19199899,0.23766808,0.14792942,0.41340646,0.3871692,0.0,0.38505563,0.102701746,0.0,0.26676005,0.48962027,0.081320986,0.46853808,0.0,0.4993111,0.48566985,0.07270457,0.051012285,0.111700915,0.5962457
335,fear,0.38290823,0.16435935,0.44910365,0.42689267,0.11299607,0.0,0.18286145,0.82915324,0.0,0.044898566,0.14679752,0.081925295,0.27083465,0.0,0.2679697,0.09988275,0.8659277,0.20277679,0.33683595,0.040261623
336,fear,0.3012757,0.2107008,0.299375,0.7211207,0.07657118,0.0,0.13934247,0.0563036,1.0,0.04336307,0.29581058,0.36352193,0.37915817,0.0,0.6766852,0.4521978,0.020189852,0.22051315,0.15368794,0.11398129
337,fear,0.29251355,0.14270774,0.11809682,0.51079386,0.06294753,0.0,0.08116486,0.012466244,0.0,0.056355093,0.33510274,0.14478421,0.3021523,0.0,0.288324,0.20210272,0.9922082,0.7050824,0.28227434,0.02497286
338,fear,0.40679076,0.14961584,0.85567814,0.39883375,0.07699917,0.0,0.10025901,0.04314189,0.0,0.014536392,0.06716537,0.17438707,0.57044965,0.0,0.48326364,0.0540301,0.94663733,0.3219844,0.05447731,0.11431558
339,fear,0.60220695,0.24408007,0.8561457,0.42766815,0.15297033,0.0,0.11777923,0.36636373,1.0,0.033297967,0.097503796,0.26793706,0.3817048,1.0,0.42252463,0.025313769,0.9967276,0.6457719,0.21937507,0.053525977
340,fear,0.24508189,0.0932865,0.6255998,0.3556811,0.22780739,0.0,0.23798436,0.16407937,0.0,0.099120684,0.1110927,0.14369297,0.22951654,1.0,0.22565764,0.006827553,0.99999416,0.93588763,0.041356478,0.13349836
341,fear,0.4461959,0.11418623,0.84408975,0.4273658,0.22595216,0.0,0.31853053,0.77744967,1.0,0.12444042,0.50709486,0.20273198,0.30276826,1.0,0.78805417,0.024398262,0.99998355,0.9388454,0.10982932,0.13778464
342,fear,0.40460116,0.19845302,0.45139673,0.38210905,0.08844265,0.0,0.14107436,0.0061302986,1.0,0.023248322,0.12758964,0.54461247,0.4553153,0.0,0.3360042,0.1535597,0.9723527,0.41076145,0.20676136,0.06819751
343,fear,0.464296,0.19908467,0.4412576,0.63788754,0.065852284,0.0,0.0990636,0.06458425,1.0,0.016582567,0.035695996,0.081101924,0.26845047,0.0,0.22054766,0.025074536,0.98805654,0.17112528,0.102767706,0.03241813
344,fear,0.3728822,0.27048942,0.37809107,0.7300373,0.049170826,0.0,0.118523635,0.0010206301,0.0,0.028768616,0.14327247,0.10978793,0.3194235,0.0,0.18810631,0.053747598,0.8722529,0.61563647,0.08446464,0.03624963
345,fear,0.41803908,0.26585743,0.27937028,0.5200538,0.08966555,0.0,0.09556049,0.020873113,1.0,0.026241643,0.076451324,0.1772901,0.3152073,0.0,0.105550095,0.01331356,0.966064,0.6448942,0.07145311,0.064668156
346,happy,0.42724758,0.30358395,0.124980435,0.6335506,0.28804445,0.0,0.1821254,0.95134884,0.0,0.81853604,0.64433527,0.1606255,0.42360508,0.0,0.46020988,0.3794903,0.8364945,0.29346198,0.2480595,0.05372591
347,happy,0.24806547,0.40930519,0.024534605,0.25995135,0.81778556,1.0,0.36702195,0.9059881,0.0,0.98779476,0.77241266,0.04036335,0.14248349,1.0,0.18029816,0.031409312,0.9984633,0.6096065,0.016699363,0.15472808
348,happy,0.48356238,0.2994005,0.090606615,0.32315013,0.19172731,0.0,0.18222171,0.061767086,1.0,0.2396474,0.3850077,0.488059,0.71211165,0.0,0.564269,0.54904133,0.9530105,0.3249709,0.56598926,0.044400122
349,happy,0.26928404,0.13626283,0.061379805,0.25044617,0.79312915,1.0,0.4060759,0.9843492,1.0,0.83974403,0.65478766,0.42432633,0.20562446,1.0,0.35053915,0.021453122,0.9918607,0.2956561,0.014495233,0.06634586
350,happy,0.2883247,0.288643,0.026142722,0.40324488,0.39020592,0.0,0.09409676,0.44857177,1.0,0.6753258,0.9007341,0.28475598,0.3959202,0.0,0.68287325,0.38872817,0.012002193,0.048784982,0.12993388,0.058466848
351,happy,0.28957823,0.084807456,0.341846,0.2484918,0.92993903,1.0,0.56596655,0.7174578,1.0,0.96675247,0.5421633,0.07226594,0.33976972,1.0,0.10991894,0.05560409,0.99990094,0.6176905,0.030707294,0.3051281
352,happy,0.43075204,0.25679153,0.20874013,0.280297,0.62076426,1.0,0.41951573,0.94134396,1.0,0.9098709,0.834799,0.10527144,0.42694575,1.0,0.46357077,0.5973846,0.910152,0.23599133,0.20800196,0.1679293
353,happy,0.29446507,0.3699889,0.08479598,0.24968521,0.8467364,1.0,0.52368784,0.04703712,0.0,0.92896503,0.7080808,0.4089913,0.4181747,1.0,0.46247733,0.053048983,0.9985746,0.19419727,0.012226565,0.306767
354,happy,0.6827471,0.33359146,0.17332584,0.3167921,0.6790575,1.0,0.40650958,0.9996953,1.0,0.9285205,0.58055866,0.5013744,0.20406787,1.0,0.5102044,0.04541931,0.9999025,0.55970824,0.06132265,0.32124797
355,happy,0.55095315,0.52554893,0.18861695,0.6712277,0.31285438,0.0,0.26926112,0.8997065,1.0,0.665284,0.5893848,0.47057134,0.43021944,1.0,0.51826185,0.16043472,0.9885994,0.16778064,0.30965865,0.21725486
356,happy,0.36712983,0.27280533,0.6977507,0.32566085,0.13640589,0.0,0.16304554,0.5658537,1.0,0.10639857,0.2919616,0.50781536,0.33455735,1.0,0.40297002,0.14908487,0.9857281,0.47524637,0.07092024,0.076384656
357,happy,0.30042586,0.2515203,0.1840252,0.41282713,0.11039965,0.0,0.10104134,0.0017350749,0.0,0.0662119,0.30291206,0.4062968,0.5088328,0.0,0.4028202,0.46976575,0.021339715,0.07919721,0.4668432,0.030861696
358,happy,0.2531211,0.34599057,0.031084273,0.2852922,0.32418218,1.0,0.2898169,0.044474382,0.0,0.65712583,0.5728531,0.10332322,0.44456908,0.0,0.15097287,0.405583,0.15121347,0.14174853,0.14436336,0.07542043
359,happy,0.3657013,0.20207022,0.06923992,0.23021446,0.920215,1.0,0.5353953,0.96773696,1.0,0.98337054,0.887618,0.16142744,0.18544279,1.0,0.18927464,0.013913843,0.99787855,0.32118678,0.015281091,0.08492179
360,happy,0.39956224,0.21372797,0.10286685,0.31537873,0.28282052,1.0,0.35265717,0.50500596,1.0,0.7939253,0.68995863,0.18752736,0.5696887,0.0,0.66374457,0.77824455,0.11256473,0.03838555,0.8597034,0.13310333
361,happy,0.48698008,0.34119466,0.38312194,0.2529307,0.26053062,1.0,0.4081318,0.8255855,1.0,0.5809752,0.71114755,0.11303739,0.4460148,0.0,0.33529818,0.4724755,0.76833725,0.11303481,0.08089673,0.12575689
362,happy,0.48004928,0.3793574,0.32009703,0.27757898,0.56731385,1.0,0.42818058,0.98455584,1.0,0.95555556,0.79033786,0.35258737,0.5107484,1.0,0.21955986,0.17063074,0.99862266,0.0912133,0.5141601,0.12890485
363,,0.32090878,0.18856028,0.3633699,0.26617438,0.37696835,1.0,0.49027655,0.67205995,1.0,0.20958818,0.39575106,0.62889993,0.49963477,0.0,0.6126323,0.40541184,0.2697306,0.1762006,0.5606082,0.69535315
364,happy,0.31836838,0.19902052,0.13450548,0.37924466,0.18235247,0.0,0.13669437,0.10585797,1.0,0.36790618,0.8119612,0.26727408,0.45447978,0.0,0.6515615,0.43767443,0.028487416,0.024427112,0.30053848,0.04025291
365,happy,0.22912201,0.15037355,0.1508021,0.39664632,0.19775957,0.0,0.0749837,0.031035211,1.0,0.26402873,0.24604446,0.15048885,0.35071865,0.0,0.25575507,0.27634433,0.97398347,0.20886602,0.07024184,0.018359765
366,happy,0.49275905,0.33104098,0.51205856,0.26183262,0.3221013,0.0,0.35601658,0.082084596,1.0,0.4551677,0.56952477,0.15863022,0.4463611,0.0,0.4482574,0.4337649,0.15669248,0.2232712,0.22623287,0.49322397
367,happy,0.43890074,0.28934887,0.4383309,0.22672173,0.7888221,1.0,0.6796394,0.21132272,0.0,0.90483934,0.70158887,0.42485926,0.4031243,1.0,0.43669942,0.33299783,0.9908732,0.14544171,0.7851603,0.23136944
368,happy,0.40792912,0.35612577,0.34703,0.22563423,0.738585,1.0,0.4982419,0.5293485,0.0,0.874898,0.7821171,0.23839322,0.45433062,0.0,0.6600508,0.59255785,0.99575895,0.102585055,0.087006174,0.32882443
369,happy,0.34532985,0.3593993,0.0839658,0.2552033,0.9528533,1.0,0.48842913,0.95942986,1.0,0.9835113,0.83726496,0.277032,0.5318978,1.0,0.18096589,0.12673894,0.99560404,0.20638822,0.059381664,0.10408933
370,happy,0.20616382,0.16369545,0.014771647,0.3419492,0.31999403,0.0,0.094852775,0.25402048,0.0,0.48939362,0.9105417,0.48932186,0.3394418,1.0,0.54941595,0.48175648,0.06285726,0.14415428,0.4636368,0.023266386
371,happy,0.3949364,0.30216783,0.028334567,0.2376415,0.93557876,1.0,0.41275027,0.48811394,1.0,0.9874879,0.885068,0.20886861,0.4507263,1.0,0.3913885,0.15043294,0.9974915,0.14564309,0.10406306,0.07637496
372,happy,0.54731,0.2916609,0.16583036,0.42596936,0.23945116,0.0,0.18066272,0.0049921013,1.0,0.2286256,0.6624487,0.27104738,0.42674732,0.0,0.6190862,0.6817051,0.13269988,0.095524535,0.13847525,0.035566807
373,happy,0.31299418,0.13242432,0.16474462,0.30741128,0.40626064,1.0,0.49955848,0.27827737,1.0,0.6441397,0.75517327,0.18361785,0.27172413,0.0,0.45206213,0.75865144,0.016791023,0.10367437,0.41869658,0.21994518
374,happy,0.21973713,0.5020709,0.07818658,0.28470698,0.830946,0.0,0.47963005,0.9675217,0.0,0.9825324,0.8693294,0.2388878,0.16382606,1.0,0.18381038,0.012989611,0.9998171,0.25064868,0.16180746,0.11702389
375,happy,0.34867948,0.15312809,0.25927252,0.3377943,0.23187993,1.0,0.34004423,0.9083756,1.0,0.7067157,0.58036435,0.0763331,0.34563875,1.0,0.30395812,0.34823343,0.92343885,0.047275353,0.19721813,0.049130686
376,happy,0.4988333,0.19692524,0.09122252,0.26606143,0.75018054,1.0,0.3781591,0.6356757,0.0,0.83833975,0.7896149,0.60679084,0.44100434,1.0,0.4412455,0.24814267,0.9579048,0.21037231,0.03213415,0.079052575
377,happy,0.5278307,0.26759005,0.21569066,0.3066458,0.40944946,1.0,0.2725665,0.39954576,0.0,0.7923581,0.3546486,0.12656014,0.4470509,1.0,0.2659311,0.6745067,0.68590564,0.07639405,0.07772225,0.18677515
378,happy,0.32504007,0.1371747,0.25531554,0.29713845,0.42857358,0.0,0.4119426,0.67021585,0.0,0.9004576,0.7026071,0.4196126,0.4231029,1.0,0.66315484,0.87405807,0.024714746,0.27272704,0.39341214,0.13187392
379,happy,0.39231193,0.25292775,0.34136152,0.29906046,0.3574123,0.0,0.55861557,0.3093827,0.0,0.5575138,0.5449149,0.23516649,0.5046703,0.0,0.54517096,0.6737205,0.25666642,0.1815012,0.032781787,0.09689246
380,happy,0.5178011,0.30440816,0.092771,0.24468134,0.51323944,1.0,0.5135152,0.5379324,0.0,0.9190407,0.63724107,0.33799016,0.44041356,1.0,0.1861949,0.12704322,0.988504,0.14877404,0.1187362,0.0804425
381,happy,0.6478826,0.5832749,0.309726,0.2808147,0.8365744,1.0,0.58404785,0.8904983,1.0,0.9816421,0.56075114,0.19150223,0.13668032,1.0,0.20738788,0.09892272,0.99612755,0.2581942,0.1229839,0.10361972
382,happy,0.20590365,0.3396228,0.08463919,0.2748903,0.70073485,1.0,0.4916112,0.9477713,0.0,0.9735894,0.77547294,0.04309704,0.15076101,1.0,0.20388764,0.16099055,0.9953263,0.29228276,0.026522083,0.117953904
383,happy,0.19137979,0.20150864,0.2006336,0.22672173,0.9307331,1.0,0.6142965,0.99959546,0.0,0.9667066,0.7966229,0.2613174,0.16510989,1.0,0.28222844,0.016210588,0.9998392,0.77894527,0.12583706,0.29016685
384,happy,0.30588046,0.10429809,0.20497262,0.29143035,0.77788013,1.0,0.4046642,0.98848605,1.0,0.95014435,0.75457364,0.098507956,0.39827853,1.0,0.42730424,0.085921474,0.999411,0.19226767,0.06787093,0.15245792
385,happy,0.27516526,0.14538203,0.17365843,0.34320223,0.677947,1.0,0.5501356,0.9795743,1.0,0.97904676,0.706091,0.05898306,0.21887349,1.0,0.18757927,0.018327858,0.99718994,0.7681684,0.053057585,0.17560865
386,happy,0.43835315,0.19676535,0.5371498,0.23875247,0.8477123,1.0,0.5978982,0.039246324,1.0,0.90763885,0.78927624,0.21395329,0.30366188,1.0,0.5851633,0.04136348,0.99852544,0.19745396,0.08066438,0.111345716
387,happy,0.34028828,0.3378509,0.16264075,0.29051813,0.59643835,0.0,0.45294166,0.99900013,0.0,0.92396915,0.7506194,0.5758339,0.54216206,1.0,0.55618095,0.68695503,0.99664056,0.10555828,0.18033722,0.18291847
388,happy,0.333431,0.17223586,0.4426943,0.34280664,0.14975736,0.0,0.31863925,0.24172673,0.0,0.12271562,0.56848305,0.06144752,0.335376,0.0,0.46955818,0.67026865,0.3900892,0.16310197,0.2788617,0.084782824
389,happy,0.46192622,0.24366024,0.19455308,0.29093203,0.49818042,1.0,0.26566932,0.94255847,1.0,0.9172592,0.65805554,0.6359607,0.4119006,1.0,0.5465152,0.010893882,0.99988484,0.73270005,0.037635084,0.060548633
390,happy,0.2658862,0.18786365,0.2224335,0.3124744,0.89661145,1.0,0.6396183,0.82288176,0.0,0.98584116,0.77020377,0.21809588,0.3132265,1.0,0.2304241,0.084842324,0.9994831,0.23953336,0.14270219,0.12395834
391,happy,0.6149133,0.5901113,0.076096654,0.5928707,0.16942693,0.0,0.12771253,0.0049978364,0.0,0.2776409,0.60848486,0.1456188,0.4911563,0.0,0.20405698,0.74146926,0.7078921,0.15874358,0.355837,0.056326862
392,happy,0.25206453,0.15080138,0.72845715,0.33412772,0.1839025,1.0,0.28053594,0.4022037,1.0,0.802876,0.811235,0.16609001,0.38678077,0.0,0.76777285,0.74471253,0.044148024,0.28271613,0.87358695,0.20919707
393,happy,0.59049976,0.38482884,0.41060105,0.3011487,0.4721084,1.0,0.4224762,0.36309868,0.0,0.87853307,0.58160204,0.30690625,0.5338338,1.0,0.4903146,0.21909171,0.9979717,0.4263598,0.13995871,0.13374723
394,happy,0.397327,0.2969335,0.7778348,0.31560308,0.7987794,1.0,0.71940994,0.9755872,1.0,0.6666296,0.5418584,0.26434097,0.23814857,1.0,0.4191526,0.02145885,0.99994993,0.8687147,0.027917987,0.45125377
395,happy,0.31410682,0.30878913,0.19535431,0.36363718,0.11124169,0.0,0.08151024,0.13781723,0.0,0.10512646,0.18869324,0.21936445,0.2305209,1.0,0.26134127,0.010187549,0.9998714,0.935039,0.14575937,0.026771845
396,happy,0.39325666,0.30048344,0.18083562,0.41825643,0.1110724,0.0,0.13196652,0.293807,0.0,0.17022997,0.5590884,0.23000868,0.3513861,0.0,0.2989047,0.30076873,0.8611996,0.22641562,0.08054485,0.04180813
397,happy,0.2215626,0.24849227,0.07636484,0.25726748,0.9460298,1.0,0.5111029,0.84329575,1.0,0.98772717,0.8404703,0.060497712,0.23180917,1.0,0.1869831,0.027360475,0.99980253,0.48091367,0.1945804,0.21483088
398,happy,0.38502058,0.42062557,0.105751455,0.3703648,0.43953592,0.0,0.110610016,0.6519169,0.0,0.81223077,0.6164033,0.43620002,0.27620396,1.0,0.38598347,0.0918804,0.9766938,0.40723667,0.066238165,0.033725005
399,happy,0.41697723,0.4104333,0.2200532,0.25303617,0.7396057,0.0,0.60710263,0.2771719,1.0,0.9346247,0.7282079,0.29982707,0.35446373,1.0,0.2374255,0.40241975,0.9963813,0.27452955,0.09843906,0.27731675
400,happy,0.738297,0.34168565,0.15336834,0.42005497,0.17209645,1.0,0.15484844,0.99550134,0.0,0.66456443,0.63792795,0.17779817,0.55182624,0.0,0.4834168,0.60792905,0.08123683,0.17518757,0.5349902,0.022171633
401,happy,0.19234343,0.16392776,0.10265845,0.28765944,0.16297267,0.0,0.2195887,0.0043896097,1.0,0.32270616,0.6185752,0.10622324,0.510374,0.0,0.7169263,0.8240317,0.27808806,0.07761243,0.7806816,0.119019926
402,happy,0.2919149,0.13962872,0.066829406,0.4568657,0.3941262,0.0,0.1159309,0.081705086,1.0,0.3026544,0.6026211,0.5223547,0.3691964,1.0,0.349412,0.025942497,0.99497896,0.21460646,0.042293657,0.04018505
403,happy,0.36326492,0.15823624,0.36579102,0.27905673,0.6530478,1.0,0.7064763,0.97876203,1.0,0.9325246,0.584909,0.11597342,0.17817546,1.0,0.20767137,0.07186916,0.99839336,0.514483,0.058068134,0.14318454
404,happy,0.49551037,0.29945487,0.26964697,0.25785574,0.6390439,1.0,0.4539858,0.8278989,1.0,0.9340665,0.8715183,0.47342798,0.32487208,1.0,0.32886925,0.108250506,0.99799395,0.13193813,0.026414488,0.058897488
405,happy,0.45834514,0.45861027,0.19253711,0.2978785,0.43327537,0.0,0.26514667,0.08127291,1.0,0.77830726,0.6272363,0.44752216,0.53582245,0.0,0.71948415,0.7283621,0.6656307,0.054483697,0.13783774,0.10379535
406,happy,0.6701461,0.22165056,0.48714015,0.40898743,0.15201648,0.0,0.2529442,0.0013154949,0.0,0.13158445,0.58233434,0.27842492,0.5284022,0.0,0.5646248,0.18898405,0.3980182,0.10306465,0.27005547,0.035933618
407,happy,0.31602827,0.20037247,0.26129478,0.29826748,0.5227555,1.0,0.43314892,0.40964153,1.0,0.8916217,0.62336564,0.105236374,0.32832384,0.0,0.4729597,0.78930265,0.58820206,0.09632648,0.2936444,0.08681291
408,happy,0.53721213,0.2614947,0.09713273,0.21825063,0.88768524,1.0,0.4866436,0.9680913,1.0,0.96919626,0.8855471,0.43379068,0.39717162,1.0,0.36748287,0.09563282,0.9905262,0.07581407,0.012308013,0.068115294
409,happy,0.42713767,0.18921171,0.103519395,0.34268954,0.5279377,1.0,0.21430497,0.040526256,1.0,0.5911545,0.8088107,0.3217972,0.5415011,1.0,0.63790107,0.21768811,0.32654947,0.25080982,0.05104534,0.025508495
410,happy,0.502947,0.5206829,0.31772408,0.23564638,0.8786131,1.0,0.55994755,0.44221622,0.0,0.9545715,0.7395756,0.12612133,0.41188428,1.0,0.24696693,0.29388797,0.9928179,0.18121569,0.048662942,0.66374266
411,happy,0.3311981,0.23289165,0.07959922,0.30474114,0.7228296,1.0,0.3303276,0.98942673,0.0,0.97131056,0.7841981,0.07825969,0.36434603,1.0,0.48912928,0.31942293,0.99167377,0.21334694,0.086559676,0.13317154
412,happy,0.3758957,0.29833713,0.35489357,0.28900015,0.46848437,1.0,0.5706803,0.7206907,1.0,0.7209585,0.6854026,0.14066672,0.36311188,1.0,0.3456016,0.046233725,0.99988234,0.37095332,0.22939666,0.13223425
413,happy,0.32856914,0.5051599,0.12057354,0.24685125,0.89483887,1.0,0.60591525,0.99579287,0.0,0.96355724,0.7982362,0.44561094,0.15261036,1.0,0.21305919,0.0130534135,0.9998685,0.5679441,0.04212826,0.1869538
414,happy,0.39298278,0.23030171,0.22246881,0.29501328,0.6073101,1.0,0.547162,0.11152307,0.0,0.81875646,0.7148316,0.28162605,0.38221934,1.0,0.57977396,0.24085608,0.9852632,0.26012704,0.21081124,0.13425979
415,happy,0.15440297,0.34958202,0.15689337,0.2657307,0.5424457,1.0,0.31601408,0.90014917,1.0,0.88851935,0.5949287,0.030197818,0.3232535,0.0,0.35699293,0.4576006,0.27013874,0.024654211,0.20741923,0.0668077
416,happy,0.5488506,0.2312201,0.17650293,0.27800328,0.6929411,1.0,0.27441692,0.29603568,0.0,0.9767347,0.8231793,0.044093676,0.23421812,1.0,0.3409344,0.18997507,0.9983032,0.5266713,0.23383573,0.067319125
417,happy,0.21228345,0.23893063,0.03438074,0.2598322,0.545204,1.0,0.3443099,0.9058963,0.0,0.9026403,0.6593432,0.040587757,0.43425226,0.0,0.31557053,0.5631704,0.12234591,0.1346869,0.50225013,0.1572845
418,happy,0.34515828,0.2751288,0.17307329,0.25213367,0.55417544,1.0,0.27831236,0.58913875,1.0,0.9165593,0.792128,0.24717396,0.58107865,1.0,0.6092693,0.3560188,0.99106556,0.0478766,0.22700219,0.12744063
419,happy,0.35951784,0.287838,0.03310001,0.3179979,0.8419576,1.0,0.38085055,0.98556536,1.0,0.9751609,0.6580391,0.18321444,0.23466516,1.0,0.27568147,0.017456587,0.9987882,0.15539405,0.008855294,0.09097721
420,happy,0.32219166,0.36711857,0.34554493,0.2850944,0.57647246,1.0,0.6075766,0.31271026,0.0,0.759769,0.6867997,0.1858009,0.41873038,1.0,0.35777265,0.24703725,0.9982127,0.11734028,0.14460029,0.19014364
421,happy,0.3141588,0.27752447,0.4130567,0.29527387,0.6511418,1.0,0.45824364,0.9761272,1.0,0.9712649,0.8303474,0.17516445,0.20606092,1.0,0.41839987,0.035363697,0.9981306,0.303028,0.2189274,0.070693605
422,happy,0.33192512,0.27193826,0.12730938,0.32994288,0.50488305,1.0,0.40761137,0.23096195,1.0,0.924531,0.7098917,0.06529079,0.32160914,1.0,0.31259865,0.07878473,0.9993299,0.049381502,0.33748716,0.12695347
423,happy,0.7682976,0.6032053,0.095610656,0.22176495,0.9337978,1.0,0.45185542,0.9736241,1.0,0.98481005,0.8287464,0.10566012,0.22540429,1.0,0.16463989,0.092993416,0.99978834,0.47809395,0.041392382,0.06445505
424,happy,0.63619727,0.49180755,0.16656747,0.4276576,0.11178932,0.0,0.08827563,0.005505685,1.0,0.053256962,0.26099432,0.118338324,0.48779622,0.0,0.22441217,0.03486966,0.9818351,0.5756942,0.006375205,0.073979735
425,,0.26775628,0.3195693,0.10966526,0.6107832,0.16002652,1.0,0.13503742,0.07204928,0.0,0.1923629,0.6646349,0.25181037,0.3907218,0.0,0.5694961,0.76318204,0.48223007,0.21852665,0.41414917,0.078273416
426,happy,0.26424477,0.48168805,0.2277356,0.2781303,0.9357783,1.0,0.5103425,0.99917835,1.0,0.98868775,0.8424776,0.18930684,0.16130297,1.0,0.17645396,0.006097588,0.99982786,0.19307308,0.016096326,0.0673003
